,Sentence,Source,Side,Readability,split
188,"This paper focuses on the Arabidopsis lectin receptor kinase LecRK-I. 9, a mediator of cell wall-plasma membrane (CW-PM) adhesions that is known to bind in vitro to the Phytophthora infestans effector IPI-O via the cell attachment motif RGD.",plos_pathogens,simple,6.0,train
189,T-DNA mutants deficient in LecRK-I. 9 and transgenic Arabidopsis lines expressing ipiO1 were found to behave as phenocopies.,plos_pathogens,simple,5.3,train
190,Both show a' gain-of-susceptibility' phenotype towards the Arabidopsis pathogen Phytophthora brassicae and are disturbed in callose deposition.,plos_pathogens,simple,5.0,train
191,"Overall, the results suggest that destabilizing the CW-PM continuum is a strategy for Phytophthora to promote infection.",plos_pathogens,simple,5.0,train
192,"As countermeasure, the host may want to strengthen CW-PM adhesions, and the novel resistance component LecRK-I. 9 apparently functions in this process.",plos_pathogens,simple,5.0,train
193,"Sedentary behaviour (sitting) is a highly prevalent negative health behaviour, with individuals of all ages exposed to environments that promote prolonged sitting.",nhir_Public_Health_Research,complex,4.3,train
194,The school classroom represents an ideal setting for environmental change through the provision of sit-stand desks.,nhir_Public_Health_Research,complex,4.0,train
195,"The aim of this study was to undertake a pilot cluster randomised controlled trial of the introduction of sit-stand desks in primary school classrooms, to inform a definitive trial.",nhir_Public_Health_Research,complex,4.3,train
196,"Objectives included providing information on school and participant recruitment and retention, acceptability of the intervention, and outcome measures.",nhir_Public_Health_Research,complex,4.0,train
197,"A preliminary estimate of the intervention's effectiveness on the proposed primary outcome (change in weekday sitting time) for inclusion in a definitive trial was calculated, along with a preliminary assessment of potential cost-effectiveness.",nhir_Public_Health_Research,complex,4.3,train
198,A full process evaluation was also undertaken.,nhir_Public_Health_Research,complex,3.3,train
199,A two-armed pilot cluster randomised controlled trial with economic and qualitative evaluations.,nhir_Public_Health_Research,complex,4.0,train
200,Schools were randomised on a 1: 1 basis to the intervention (n = 4) or control (n = 4) trial arms.,nhir_Public_Health_Research,complex,3.7,train
201,"Primary schools in Bradford, West Yorkshire, UK.",nhir_Public_Health_Research,complex,3.7,train
202,Children in Year 5 (i. e. aged 9-10 years).,nhir_Public_Health_Research,complex,3.0,train
203,Six sit-stand desks replaced three standard desks (sitting six children) in the intervention classrooms for 4. 5 months.,nhir_Public_Health_Research,complex,3.7,train
204,"Teachers were encouraged to ensure that all pupils were exposed to the sit-stand desks for at least 1 hour per day, on average, using a rotation system.",nhir_Public_Health_Research,complex,4.0,train
205,Schools assigned to the control arm continued with their usual practice.,nhir_Public_Health_Research,complex,3.3,train
206,"Trial feasibility outcomes included school and participant recruitment and attrition, acceptability of the intervention, and acceptability of and compliance with the proposed outcome measures [including weekday sitting measured using activPAL (tm) (PAL Technologies Ltd, Glasgow, UK) accelerometers, physical activity, adiposity, blood pressure, cognitive function, musculoskeletal comfort, academic progress, engagement and behaviour].",nhir_Public_Health_Research,complex,4.7,train
207,Thirty-three per cent of schools approached and 75% (n = 176) of eligible children took part.,nhir_Public_Health_Research,complex,3.7,train
208,"At the 7-month follow-up, retention rates were 100% for schools and 97% for children.",nhir_Public_Health_Research,complex,4.0,train
209,Outcome measure completion rates ranged from 63% to 97%.,nhir_Public_Health_Research,complex,3.7,train
210,"A preliminary estimate of intervention effectiveness, from a weighted linear regression model (adjusting for baseline sitting time and wear time) revealed a mean difference in change in sitting of -30. 6 minutes per day (95% confidence interval -56. 42 to -4. 84 minutes per day) between the intervention and control trial arms.",nhir_Public_Health_Research,complex,5.0,train
211,"The process evaluation revealed that the intervention, recruitment and evaluation procedures were acceptable to teachers and children, with the exception of minor issues around activPAL attachment.",nhir_Public_Health_Research,complex,4.0,train
212,A preliminary within-trial economic analysis revealed no difference between intervention and control trial arms in health and education resource use or outcomes.,nhir_Public_Health_Research,complex,4.0,train
213,"Long-term modelling estimated an unadjusted incremental cost-effectiveness ratio of Stand Out in Class of PS78, 986 per quality-adjusted life-year gained.",nhir_Public_Health_Research,complex,4.7,train
214,This study has provided evidence of the acceptability and feasibility of the Stand Out in Class intervention and evaluation methods.,nhir_Public_Health_Research,complex,3.3,train
215,"Preliminary evidence suggests that the intervention may have a positive direction of effect on weekday sitting time, which warrants testing in a full cluster randomised controlled trial.",nhir_Public_Health_Research,complex,4.0,train
216,Lessons learnt from this trial will inform the planning of a definitive trial.,nhir_Public_Health_Research,complex,4.0,train
217,Advances in technology and changes to our environment and lifestyles have led to children and adults spending most of their waking hours sitting and expending low levels of energy.,nhir_Public_Health_Research,simple,3.0,train
218,"Our day-to-day environments (e. g. school classroom / workplace) promote prolonged sitting, which is linked to poor health outcomes in adulthood.",nhir_Public_Health_Research,simple,3.7,train
219,"Children who sit for long periods are likely to become adults who sit for long periods; therefore, for future health, it is important to encourage reduced sitting during childhood.",nhir_Public_Health_Research,simple,3.3,train
220,"A typical school classroom encourages prolonged sitting and research has shown that desks that change height (sit-stand desks), enabling children to switch between sitting and standing, are effective, in the short term, in reducing children's school day sitting time.",nhir_Public_Health_Research,simple,3.3,train
221,This study assessed the acceptability of installing sit-stand desks in primary school classrooms over a 4. 5-month period to determine whether or not it would be feasible to test this intervention on a larger scale.,nhir_Public_Health_Research,simple,3.7,train
222,"Eight primary schools in Bradford, UK, took part.",nhir_Public_Health_Research,simple,3.0,train
223,The study involved 176 children aged 9-10 years.,nhir_Public_Health_Research,simple,3.7,train
224,"In four schools (intervention schools), six sit-stand desks (with stools) replaced three standard desks (sitting six children).",nhir_Public_Health_Research,simple,3.7,train
225,"The teachers were assisted to devise a rotation plan to ensure that children were exposed to the sit-stand desks for an average of 1 hour per day over a typical week, when they could choose to sit or stand.",nhir_Public_Health_Research,simple,4.0,train
